Num_words,Num_chars,Hyphen,Entropy_sdsu,Entropy_nosdsu,Entropy_nosu,Tranco_Rank,Longest_word_ratio,Typos,Freenom_TLD,Other_numbers,Subdomain levels,Label
3,20,1,3.5841837197791886,3.5724694587701364,3.5724694587701364,0,0.5238095238095238,0,0,0,0,0
5,16,0,3.452819531114783,3.3927474104487847,3.3927474104487847,0,0.35294117647058826,0,0,0,0,0
5,19,1,3.576617644908667,3.577819531114783,3.577819531114783,0,0.4,0,0,0,0,0
4,15,0,3.456564762130953,3.0220552088742,3.0220552088742,0,0.375,0,0,0,0,0
6,28,0,3.8657646371790233,3.8438561897747237,3.8438561897747237,0,0.3793103448275862,0,0,0,0,0
6,16,0,3.625,3.5465935642949384,3.5465935642949384,0,0.2352941176470588,0,0,0,0,0
7,25,0,3.8936606896881862,3.9139770731827523,3.9139770731827523,0,0.3076923076923077,0,0,0,0,0
5,22,1,3.788754913993503,3.787143960698141,3.787143960698141,0,0.4782608695652174,0,0,0,0,0
8,30,1,3.9783335811852654,2.94770277922009,3.8035088547976788,0,0.28125,0,0,0,1,1
5,18,0,3.5724312513221195,3.182005814760214,3.182005814760214,0,0.3684210526315789,0,0,1,0,0
8,25,0,3.7834651896016456,3.811037868342277,3.811037868342277,0,0.2692307692307692,0,0,0,0,0
4,18,1,3.281036112553424,3.1898980954642866,3.1898980954642866,0,0.3157894736842105,1,0,0,0,0
6,31,1,3.667928472292448,3.6280852788913935,3.6280852788913935,0,0.34375,0,0,0,0,0
6,17,1,3.734521664779752,3.378783493486176,3.378783493486176,0,0.2222222222222222,0,0,0,0,0
4,30,0,3.689246428509159,3.680089353694808,3.680089353694808,0,0.3548387096774194,0,0,0,0,0
9,35,0,3.5684490031423763,3.577819531114783,3.577819531114783,0,0.3055555555555556,0,0,0,0,0
7,27,0,3.8561962982193814,3.772055208874201,3.772055208874201,0,0.32142857142857145,0,0,0,0,0
5,20,0,3.4841837197791894,3.3815804883091634,3.3815804883091634,0,0.4761904761904762,0,0,0,0,0
5,20,0,3.2841837197791888,3.292770193936991,3.292770193936991,0,0.4761904761904762,0,0,0,0,0
6,27,1,3.6898916687500085,3.636842188131012,3.636842188131012,0,0.35714285714285715,0,0,0,0,0
5,20,0,3.846439344671015,3.8521687236032816,3.8521687236032816,0,0.3809523809523809,0,0,1,0,0
4,25,0,3.433269689515108,3.3787753681455985,3.3787753681455985,0,0.4230769230769231,0,0,0,0,0
5,15,0,3.373557262275185,3.0957952550009344,3.0957952550009344,0,0.25,0,0,1,0,0
6,30,1,3.8980685120588388,3.856196298219381,3.856196298219381,0,0.3870967741935484,0,0,0,0,0
5,19,0,3.4316235658474312,3.452819531114783,3.452819531114783,0,0.35,0,0,0,0,0
6,19,0,3.721611723969904,3.625,3.625,0,0.3,0,0,0,0,0
4,15,1,3.32323142879762,3.0220552088742,3.0220552088742,0,0.3125,1,0,0,0,0
4,21,1,3.4632805178108104,3.4193819456463714,3.4193819456463714,0,0.5,0,0,0,0,0
5,26,0,3.53641423712223,3.468576629687865,3.468576629687865,0,0.4074074074074074,0,0,0,0,0
6,20,1,3.8219280948873617,3.8521687236032816,3.8521687236032816,0,0.2380952380952381,0,0,0,0,0
4,22,0,3.442862165155465,2.9842341646524893,2.9842341646524893,0,0.3043478260869565,0,0,0,0,0
5,19,0,3.82687488186464,3.75,3.75,0,0.4,0,0,0,0,0
11,30,0,3.333743317456174,2.6493974703476995,2.9870900416203336,0,0.125,0,0,0,1,1
4,22,0,3.6069367321753214,3.5841837197791886,3.5841837197791886,0,0.4782608695652174,0,0,0,0,0
7,18,0,3.836591668108978,3.773557262275185,3.773557262275185,0,0.21052631578947367,0,0,1,0,0
6,21,1,3.916126946588284,3.836591668108978,3.836591668108978,0,0.3181818181818182,0,0,0,0,0
4,13,0,3.026986833359288,2.9219280948873623,2.9219280948873623,0,0.35714285714285715,0,0,0,0,0
5,17,1,3.5724694587701364,3.52164063634332,3.52164063634332,0,0.3333333333333333,0,0,0,0,0
4,22,0,3.6978458230844113,3.7474130395316423,3.7474130395316423,0,0.4782608695652174,0,0,0,0,0
4,17,0,3.3371753411230767,3.3787834934861767,3.3787834934861767,0,0.3333333333333333,0,0,0,0,0
7,20,0,3.684183719779189,3.5724694587701364,3.5724694587701364,0,0.19047619047619047,0,0,0,0,0
8,36,0,3.6734165853054446,3.6945488277869583,3.6945488277869583,0,0.21621621621621626,0,0,0,0,0
4,17,0,3.3371753411230767,3.2359263506290334,3.2359263506290334,0,0.6111111111111112,0,0,0,0,0
6,13,0,3.2389012566026314,3.1219280948873624,3.1219280948873624,0,0.2857142857142857,0,0,0,0,0
5,14,0,3.3787834934861767,3.459431618637298,3.459431618637298,0,0.26666666666666666,0,0,0,0,0
6,21,0,3.820888851350188,3.836591668108978,3.836591668108978,0,0.2727272727272727,0,0,0,0,0
3,15,1,3.506890595608518,3.3927474104487847,3.3927474104487847,0,0.375,0,0,0,0,0
6,19,0,3.932138039759377,3.875,3.875,0,0.35,0,0,0,0,0
4,12,0,3.4182958340544896,2.9477027792200903,2.9477027792200903,0,0.3076923076923077,0,0,0,0,0
5,14,1,3.52164063634332,3.584962500721156,3.584962500721156,0,0.26666666666666666,0,0,0,0,0
5,27,0,3.717850465126433,3.636842188131012,3.636842188131012,0,0.3928571428571429,0,0,0,0,0
3,19,0,3.3660913291191936,3.2389012566026314,3.2389012566026314,0,0.35,0,0,0,0,0
6,26,1,3.7483286603655737,3.751629167387824,3.751629167387824,0,0.4074074074074074,0,0,0,0,0
5,16,1,3.625,3.5465935642949384,3.5465935642949384,0,0.29411764705882354,0,0,0,0,0
4,21,0,3.3087513512471656,3.2663326399706234,3.2663326399706234,0,0.5,0,0,0,0,0
3,20,0,3.6841837197791887,3.616874605956223,3.616874605956223,0,0.5238095238095238,0,0,0,0,0
4,12,1,3.4182958340544887,3.1219280948873616,3.1219280948873616,0,0.3076923076923077,0,0,0,0,0
5,17,0,3.292770193936991,3.3248629576173565,3.3248629576173565,0,0.3888888888888889,0,0,0,0,0
5,28,0,3.6060152796207325,3.4058222502856914,3.64124980045548,1,0.3666666666666665,0,0,0,1,1
5,22,0,3.5160276412662315,3.4841837197791894,3.4841837197791894,0,0.4782608695652174,0,0,0,0,0
5,26,0,3.513269689515108,3.327819531114783,3.4086949695628417,0,0.3928571428571429,0,0,0,1,0
5,28,0,3.526129815595917,3.4634651896016475,3.4634651896016475,0,0.3793103448275862,0,0,0,0,0
5,21,0,3.7849418274376414,3.6835423624332315,3.6835423624332315,0,0.4090909090909091,0,0,0,0,0
5,20,1,3.784183719779188,3.734521664779752,3.734521664779752,0,0.42857142857142855,0,0,0,0,0
4,27,0,3.736006946447657,3.772055208874201,3.772055208874201,0,0.3928571428571429,0,0,1,0,0
4,22,1,3.265583322887733,3.260828171224457,3.260828171224457,0,0.3043478260869565,1,0,0,0,0
7,15,0,3.3248629576173574,2.0,2.94770277922009,1,0.2352941176470588,0,0,0,1,1
5,14,0,3.182005814760214,2.646439344671016,2.646439344671016,0,0.26666666666666666,0,0,0,0,0
8,26,0,3.4885252948977485,3.36030597770208,3.36030597770208,0,0.14814814814814814,0,0,0,0,0
7,18,1,3.4613201402110083,3.373557262275185,3.373557262275185,0,0.21052631578947367,0,0,0,0,0
7,19,0,3.681880802803404,3.75,3.75,0,0.2,0,0,0,0,0
6,19,0,3.2390979179887864,2.646439344671016,2.8150724101159437,0,0.2380952380952381,0,0,0,1,1
3,23,0,3.708132064658602,3.6163485660751657,3.6163485660751657,0,0.4583333333333333,0,0,0,0,0
3,21,0,3.3273399000835084,3.106890595608518,3.106890595608518,0,0.5,0,0,0,0,0
6,24,1,3.855388542207536,3.7849418274376414,3.7849418274376414,0,0.28,0,0,0,0,0
5,16,1,3.5,3.3927474104487847,3.3927474104487847,0,0.29411764705882354,0,0,0,0,0
3,8,0,3.0,2.3219280948873617,2.3219280948873617,0,0.4444444444444444,0,0,0,0,0
6,19,0,3.5110854081804286,3.452819531114783,3.452819531114783,0,0.3,1,0,0,0,0
4,16,0,3.702819531114783,3.3346791410515952,3.3346791410515952,0,0.29411764705882354,0,0,0,0,0
5,30,0,3.5898980954642874,3.54174352060186,3.54174352060186,0,0.3548387096774194,0,0,0,0,0
5,21,0,3.446439344671015,2.0,3.373557262275185,0,0.4782608695652174,0,0,0,1,1
5,23,0,3.6709688919510652,3.6219280948873616,3.6219280948873616,0,0.4583333333333333,0,0,0,0,0
6,28,1,4.01218840396866,4.001629167387823,4.001629167387823,0,0.3103448275862069,0,0,0,0,0
11,32,0,3.9353986674667634,2.646439344671016,3.788754913993503,0,0.1176470588235294,0,0,0,2,1
6,21,0,3.5944656369614516,3.5304930567574826,3.5304930567574826,0,0.2727272727272727,0,0,0,0,0
4,32,1,4.054229296672173,4.004364184708143,4.004364184708143,0,0.3333333333333333,0,0,0,0,0
5,18,0,3.3082708345352603,3.240223928941852,3.240223928941852,0,0.42105263157894735,0,0,0,0,0
4,19,0,3.5368867237421693,3.3927474104487847,3.3927474104487847,0,0.3,1,0,1,0,0
6,23,0,3.2192141299700565,3.146439344671016,3.146439344671016,0,0.2916666666666667,0,0,0,0,0
3,18,1,3.4613201402110083,3.1898980954642866,3.1898980954642866,0,0.5789473684210527,0,0,0,0,0
6,20,0,3.7219280948873616,3.690116517593666,3.690116517593666,0,0.2380952380952381,0,0,0,0,0
6,31,0,3.655336229532345,3.6060152796207325,3.6060152796207325,0,0.34375,0,0,0,0,0
8,26,0,3.636842188131012,2.9182958340544896,3.4548223999466066,0,0.21428571428571427,0,0,0,1,1
3,16,0,3.2806390622295662,3.3248629576173574,3.3248629576173574,0,0.6470588235294118,0,0,0,0,0
4,17,0,2.6098501660289437,2.4677201004745,2.4677201004745,0,0.3333333333333333,0,0,0,0,0
8,40,1,3.9561983328100943,3.905003027615696,3.905003027615696,0,0.2682926829268293,0,0,0,0,0
6,19,0,3.5368867237421693,3.452819531114783,3.452819531114783,0,0.3,0,0,0,0,0
4,17,0,3.4548223999466066,3.182005814760214,3.182005814760214,0,0.3333333333333333,0,0,0,0,0
5,18,0,3.4613201402110088,3.3232314287976203,3.3232314287976203,0,0.42105263157894735,0,0,0,0,0
4,13,0,3.085055102756477,3.0957952550009344,3.0957952550009344,0,0.35714285714285715,1,0,0,0,0
5,14,0,3.3787834934861767,3.2776134368191165,3.2776134368191165,0,0.26666666666666666,0,0,0,0,0
4,22,0,3.5383105956150054,3.4613201402110083,3.4613201402110083,0,0.4782608695652174,0,0,0,0,0
7,24,0,3.6572682296173897,3.558518613048906,3.558518613048906,0,0.28,0,0,0,0,0
7,41,0,4.1315846264110005,4.050013373778756,4.050013373778756,0,0.2619047619047619,0,0,0,0,0
5,27,0,3.9121138909722304,3.855388542207536,3.855388542207536,0,0.3928571428571429,0,0,0,0,0
4,9,0,3.169925001442312,2.584962500721156,2.584962500721156,0,0.4,0,0,0,0,0
5,16,0,3.452819531114783,3.3927474104487847,3.3927474104487847,0,0.35294117647058826,0,0,0,0,0
4,19,0,3.326360407952695,3.202819531114783,3.202819531114783,0,0.55,0,0,0,0,0
3,17,0,3.292770193936991,3.2389012566026314,3.2389012566026314,0,0.6111111111111112,0,0,0,0,0
5,21,1,3.391386469985718,3.2663326399706234,3.2663326399706234,0,0.4545454545454545,0,0,0,0,0
8,25,0,3.9705730958116834,1.584962500721156,3.734521664779752,1,0.14814814814814814,0,0,1,3,1
8,22,1,3.8208888513501886,2.0,3.5,1,0.16666666666666666,0,0,0,1,1
3,19,0,3.426367488473229,3.375,3.375,0,0.55,0,0,0,0,0
9,23,0,3.6897037321995465,2.0,3.5,1,0.2,0,0,0,2,1
11,28,1,4.012188403968661,3.9979526986606913,3.9979526986606913,0,0.13793103448275862,0,1,1,0,0
4,17,0,3.3371753411230776,3.2389012566026314,3.2389012566026314,0,0.4444444444444444,0,0,0,0,0
6,18,0,3.4613201402110083,3.506890595608519,3.506890595608519,0,0.21052631578947367,0,0,0,0,0
4,18,0,3.4613201402110083,3.373557262275185,3.373557262275185,0,0.5789473684210527,0,0,0,0,0
4,14,0,3.3248629576173574,3.2776134368191165,3.2776134368191165,0,0.4,0,0,0,0,0
3,21,1,3.4992275417233567,3.4548223999466066,3.4548223999466066,0,0.5,0,0,0,0,0
3,20,0,3.4841837197791885,3.4613201402110083,3.4613201402110083,0,0.5238095238095238,0,0,0,0,0
4,13,0,3.2389012566026314,3.1219280948873616,3.1219280948873616,0,0.35714285714285715,0,0,0,0,0
